day,month,year,hour,minute,second,umid,temp,gX,gY,gZ
3,1,25,18,37,44,68,140,0,0,0
3,1,25,18,37,45,68,140,0,0,0
3,1,25,18,37,47,68,140,0,0,0
3,1,25,18,37,48,68,140,0,0,0
3,1,25,18,37,49,67,140,0,0,0
3,1,25,18,37,51,68,140,0,0,0
3,1,25,18,37,52,68,140,0,0,0
3,1,25,18,37,53,68,140,0,0,0
3,1,25,18,37,55,68,140,0,0,0
3,1,25,18,37,56,68,140,0,0,0
3,1,25,18,37,57,68,140,0,0,0
3,1,25,18,37,59,68,140,0,0,0
3,1,25,18,38,0,68,140,0,0,0
3,1,25,18,38,1,67,140,0,0,0
3,1,25,18,38,3,67,140,0,0,0
3,1,25,18,38,4,68,140,0,0,0
3,1,25,18,38,5,67,140,0,0,0
3,1,25,18,38,7,67,140,0,0,0
3,1,25,18,38,8,68,140,0,0,0
3,1,25,18,38,10,68,140,0,0,0
3,1,25,18,38,11,68,140,0,0,0
3,1,25,18,38,12,67,140,0,0,0
3,1,25,18,38,14,67,140,0,0,0
3,1,25,18,38,15,67,140,0,0,0
3,1,25,18,38,16,67,140,0,0,0
3,1,25,18,38,18,67,140,0,0,0
3,1,25,18,38,19,68,140,0,0,0
3,1,25,18,38,20,67,140,0,0,0
3,1,25,18,38,22,67,140,0,0,0
3,1,25,18,38,23,67,140,0,0,0
3,1,25,18,38,24,67,140,0,0,0
3,1,25,18,38,26,67,140,0,0,0
3,1,25,18,38,27,67,140,0,0,0
3,1,25,18,38,28,68,140,0,0,0
3,1,25,18,38,30,68,140,0,0,0
3,1,25,18,38,31,68,140,0,0,0
3,1,25,18,38,32,68,140,0,0,0
3,1,25,18,38,34,68,140,0,0,0
3,1,25,18,38,35,67,140,0,0,0
3,1,25,18,38,36,67,140,0,0,0
3,1,25,18,38,38,67,140,0,0,0
3,1,25,18,38,39,67,140,0,0,0
3,1,25,18,38,40,67,140,0,0,0
3,1,25,18,38,42,67,140,0,0,0
3,1,25,18,38,43,67,140,0,0,0
3,1,25,18,38,44,67,140,0,0,0
3,1,25,18,38,46,67,140,0,0,0
3,1,25,18,38,47,67,140,0,0,0
3,1,25,18,38,49,67,140,0,0,0
3,1,25,18,38,50,67,140,0,0,0
3,1,25,18,38,51,66,140,0,0,0
3,1,25,18,38,53,66,140,0,0,0
3,1,25,18,38,54,66,140,0,0,0
3,1,25,18,38,55,66,140,0,0,0
3,1,25,18,38,57,66,140,0,0,0
3,1,25,18,38,58,66,140,0,0,0
3,1,25,18,38,59,66,140,0,0,0
3,1,25,18,39,1,67,140,0,0,0
3,1,25,18,39,2,67,140,0,0,0
3,1,25,18,39,3,67,140,0,0,0
3,1,25,18,39,5,67,140,0,0,0
3,1,25,18,39,6,67,140,0,0,0
3,1,25,18,39,7,67,140,0,0,0
3,1,25,18,39,9,67,140,0,0,0
3,1,25,18,39,10,67,140,0,0,0
3,1,25,18,39,11,67,140,0,0,0
3,1,25,18,39,13,67,140,0,0,0
3,1,25,18,39,14,67,140,0,0,0
3,1,25,18,39,15,67,140,0,0,0
3,1,25,18,39,17,67,140,0,0,0
3,1,25,18,39,18,67,140,0,0,0
3,1,25,18,39,19,67,140,0,0,0
3,1,25,18,39,21,68,140,0,0,0
3,1,25,18,39,22,68,140,0,0,0
3,1,25,18,39,23,68,140,0,0,0
3,1,25,18,39,25,68,140,0,0,0
3,1,25,18,39,26,68,140,0,0,0
3,1,25,18,39,27,68,140,0,0,0
3,1,25,18,39,29,68,140,0,0,0
3,1,25,18,39,30,68,140,0,0,0
3,1,25,18,39,32,68,140,0,0,0
3,1,25,18,39,33,68,140,0,0,0
3,1,25,18,39,34,68,140,0,0,0
3,1,25,18,39,36,68,140,0,0,0
3,1,25,18,39,37,68,140,0,0,0
3,1,25,18,39,38,68,140,0,0,0
3,1,25,18,39,40,68,140,0,0,0
3,1,25,18,39,41,68,140,0,0,0
3,1,25,18,39,42,68,140,0,0,0
3,1,25,18,39,44,68,140,0,0,0
3,1,25,18,39,45,68,140,0,0,0
3,1,25,18,39,46,68,140,0,0,0
3,1,25,18,39,48,68,140,0,0,0
3,1,25,18,39,49,68,140,0,0,0
3,1,25,18,39,50,68,140,0,0,0
3,1,25,18,39,52,68,140,0,0,0
3,1,25,18,39,53,68,140,0,0,0
3,1,25,18,39,54,68,140,0,0,0
3,1,25,18,39,56,68,140,0,0,0
3,1,25,18,39,57,68,140,0,0,0
3,1,25,18,39,58,68,140,0,0,0
3,1,25,18,40,0,68,140,0,0,0
3,1,25,18,40,1,68,140,0,0,0
3,1,25,18,40,2,68,140,0,0,0
3,1,25,18,40,4,68,140,0,0,0
3,1,25,18,40,5,68,140,0,0,0
3,1,25,18,40,6,68,140,0,0,0
3,1,25,18,40,8,68,140,0,0,0
3,1,25,18,40,9,68,140,0,0,0
3,1,25,18,40,11,68,140,0,0,0
3,1,25,18,40,12,68,140,0,0,0
3,1,25,18,40,13,68,140,0,0,0
3,1,25,18,40,15,68,140,0,0,0
3,1,25,18,40,16,68,140,0,0,0
3,1,25,18,40,17,68,140,0,0,0
3,1,25,18,40,19,68,140,0,0,0
3,1,25,18,40,20,68,140,0,0,0
3,1,25,18,40,21,68,140,0,0,0
3,1,25,18,40,23,68,140,0,0,0
3,1,25,18,40,24,68,140,33,0,19
3,1,25,18,40,25,68,140,47,3,10
3,1,25,18,40,27,68,140,2,89,17
3,1,25,18,40,28,68,140,3,137,9
3,1,25,18,40,29,68,140,0,120,4
3,1,25,18,40,31,68,140,107,65,16
3,1,25,18,40,32,68,140,23,7,104
3,1,25,18,40,33,68,140,37,1,42
3,1,25,18,40,35,68,140,0,0,0
3,1,25,18,40,36,68,140,0,0,0
3,1,25,18,40,37,68,140,0,0,0
